k,obj_value,per_red
1,814.8036380563555,50
2,814.8036380563555,50
3,814.8036380563555,50
4,814.8036380563555,50
5,814.8036380563555,50
6,814.8036380563555,50
7,814.8036380563555,50
8,814.8036380563555,50
9,804.2067653408186,50
10,804.2067653408186,50
11,797.9093530676132,50
12,797.9093530676132,50
13,797.9093530676132,50
14,797.9093530676132,50
15,797.9093530676132,50
16,797.9093530676132,50
17,797.9093530676132,50
18,797.9093530676132,50
19,797.9093530676132,50
20,797.9093530676132,50
21,797.9093530676132,50
22,797.9093530676132,50
23,797.9093530676132,50
24,797.9093530676132,50
25,797.9093530676132,50
26,797.9093530676132,50
27,797.9093530676132,50
28,797.9093530676132,50
29,797.9093530676132,50
30,797.9093530676132,50
31,797.9093530676132,50
32,797.9093530676132,50
33,797.9093530676132,50
34,797.9093530676132,50
35,797.9093530676132,50
36,797.9093530676132,50
37,797.9093530676132,50
38,797.9093530676132,50
39,797.9093530676132,50
40,797.9093530676132,50
41,797.9093530676132,50
42,797.9093530676132,50
43,797.9093530676132,50
44,797.9093530676132,50
45,797.9093530676132,50
46,797.9093530676132,50
47,797.9093530676132,50
48,797.9093530676132,50
49,797.9093530676132,50
50,797.9093530676132,50
51,797.9093530676132,50
52,797.9093530676132,50
53,797.9093530676132,50
54,797.9093530676132,50
55,797.9093530676132,50
56,797.9093530676132,50
57,797.9093530676132,50
58,797.9093530676132,50
59,797.9093530676132,50
60,797.9093530676132,50
61,797.9093530676132,50
62,797.9093530676132,50
63,797.9093530676132,50
64,797.9093530676132,50
65,797.9093530676132,50
66,797.9093530676132,50
67,797.9093530676132,50
68,797.9093530676132,50
69,797.9093530676132,50
70,797.9093530676132,50
71,797.9093530676132,50
72,797.9093530676132,50
73,797.9093530676132,50
74,797.9093530676132,50
75,797.9093530676132,50
76,797.9093530676132,50
77,797.9093530676132,50
78,797.9093530676132,50
79,797.9093530676132,50
80,797.9093530676132,50
81,797.9093530676132,50
82,797.9093530676132,50
83,797.9093530676132,50
84,797.9093530676132,50
85,797.9093530676132,50
86,797.9093530676132,50
87,797.9093530676132,50
88,797.9093530676132,50
89,797.9093530676132,50
90,763.958038986103,50
91,763.958038986103,50
92,763.958038986103,50
93,763.958038986103,50
94,763.958038986103,50
