k,obj_value,per_red
1,1103.5022028711705,50
2,1103.5022028711705,50
3,1103.5022028711705,50
4,1103.5022028711705,50
5,1103.5022028711705,50
6,1103.5022028711705,50
7,1103.5022028711705,50
8,1081.5947438681321,50
9,1029.2670120126313,50
10,1029.2670120126313,50
11,1029.2670120126313,50
12,1029.2670120126313,50
13,1009.8096043973518,50
14,1009.8096043973518,50
15,1009.8096043973518,50
16,1009.8096043973518,50
17,1009.8096043973518,50
18,1009.8096043973518,50
19,1009.8096043973518,50
20,1009.8096043973518,50
21,1009.8096043973518,50
22,1004.4376547593359,50
23,1004.4376547593359,50
24,1004.4376547593359,50
25,1004.4376547593359,50
26,1004.4376547593359,50
27,1004.4376547593359,50
28,1004.4376547593359,50
29,1004.4376547593359,50
30,1004.4376547593359,50
31,1004.4376547593359,50
32,1004.4376547593359,50
33,1004.4376547593359,50
34,1004.4376547593359,50
35,1004.4376547593359,50
36,1004.4376547593359,50
37,1004.4376547593359,50
38,1004.4376547593359,50
39,1004.4376547593359,50
40,1004.4376547593359,50
41,1004.4376547593359,50
42,999.3195559912713,50
43,999.3195559912713,50
44,999.3195559912713,50
45,999.3195559912713,50
46,999.3195559912713,50
47,999.3195559912713,50
48,999.3195559912713,50
49,999.3195559912713,50
50,999.3195559912713,50
51,999.3195559912713,50
52,999.3195559912713,50
53,999.3195559912713,50
54,999.3195559912713,50
55,999.3195559912713,50
56,999.3195559912713,50
57,999.3195559912713,50
58,999.3195559912713,50
59,999.3195559912713,50
60,999.3195559912713,50
61,999.3195559912713,50
62,999.3195559912713,50
63,999.3195559912713,50
64,999.3195559912713,50
65,999.3195559912713,50
66,999.3195559912713,50
67,999.3195559912713,50
68,999.3195559912713,50
69,999.3195559912713,50
70,999.3195559912713,50
71,999.3195559912713,50
72,999.3195559912713,50
73,999.3195559912713,50
74,999.3195559912713,50
75,999.3195559912713,50
76,999.3195559912713,50
77,999.3195559912713,50
78,995.0709452126359,50
79,995.0709452126359,50
80,995.0709452126359,50
