,Distribution_type,U,Sigma,U2,Sigma2,mixing_prob,limitk,per_red,Objective_function_value,Solution_locations,Running_time(sec)
247,Normal_bimodal,180,20,300,50,0.8,300,25.0,736.4951376363357,7 7|9 7|3 1,20.3455374
248,Normal_bimodal,180,20,300,50,0.8,300,40.0,736.4951376363357,7 7|9 7|3 1,20.3222485
249,Normal_bimodal,180,20,300,50,0.8,300,50.0,736.4951376363357,7 7|9 7|3 1,20.0814403
250,Normal_bimodal,180,20,300,40,0.2,300,5.0,1020.1439339060847,2 5|6 3|9 8,5.7406072
251,Normal_bimodal,180,20,300,40,0.2,300,15.0,992.3395229781383,4 11|6 3|8 9,13.9800734
252,Normal_bimodal,180,20,300,40,0.2,300,25.0,992.3395229781383,4 11|6 3|8 9,13.8188926
253,Normal_bimodal,180,20,300,40,0.2,300,40.0,992.3395229781383,4 11|6 3|8 9,13.7728005
254,Normal_bimodal,180,20,300,40,0.2,300,50.0,992.3395229781383,4 11|6 3|8 9,14.004139
255,Normal_bimodal,180,20,300,40,0.4,300,5.0,960.4151996418598,3 1|3 9|10 8,6.1880305
256,Normal_bimodal,180,20,300,40,0.4,300,15.0,898.1462607983252,5 11|8 2|2 4,21.0130215
257,Normal_bimodal,180,20,300,40,0.4,300,25.0,898.1462607983252,5 11|8 2|2 4,19.9439993
258,Normal_bimodal,180,20,300,40,0.4,300,40.0,898.1462607983252,5 11|8 2|2 4,19.8881509
259,Normal_bimodal,180,20,300,40,0.4,300,50.0,898.1462607983252,5 11|8 2|2 4,20.2309355
260,Normal_bimodal,180,20,300,40,0.5,300,5.0,908.8222226756936,3 3|3 7|8 6,5.7852338
261,Normal_bimodal,180,20,300,40,0.5,300,15.0,865.2327178353312,6 2|7 7|7 1,20.2095304
262,Normal_bimodal,180,20,300,40,0.5,300,25.0,865.2327178353312,6 2|7 7|7 1,19.7751036
263,Normal_bimodal,180,20,300,40,0.5,300,40.0,865.2327178353312,6 2|7 7|7 1,19.8581798
264,Normal_bimodal,180,20,300,40,0.5,300,50.0,865.2327178353312,6 2|7 7|7 1,20.0233827
265,Normal_bimodal,180,20,300,40,0.6,300,5.0,865.4994459400677,2 1|4 9|10 7,5.7393047
266,Normal_bimodal,180,20,300,40,0.6,300,15.0,824.5400355926977,8 8|10 0|0 6,20.0791887
267,Normal_bimodal,180,20,300,40,0.6,300,25.0,824.5400355926977,8 8|10 0|0 6,19.6237049
268,Normal_bimodal,180,20,300,40,0.6,300,40.0,824.5400355926977,8 8|10 0|0 6,19.5550899
269,Normal_bimodal,180,20,300,40,0.6,300,50.0,824.5400355926977,8 8|10 0|0 6,20.0572242
270,Normal_bimodal,180,20,300,40,0.8,300,5.0,740.9156455275238,2 2|3 9|10 6,5.7942679
271,Normal_bimodal,180,20,300,40,0.8,300,15.0,736.3376376363357,7 7|9 7|3 1,20.1807815
272,Normal_bimodal,180,20,300,40,0.8,300,25.0,736.3376376363357,7 7|9 7|3 1,20.1397853
273,Normal_bimodal,180,20,300,40,0.8,300,40.0,736.3376376363357,7 7|9 7|3 1,20.1188063
274,Normal_bimodal,180,20,300,40,0.8,300,50.0,736.3376376363357,7 7|9 7|3 1,20.313427
275,Normal_bimodal,180,20,300,30,0.2,300,5.0,1020.5992001097886,2 5|6 3|9 8,5.8101207
276,Normal_bimodal,180,20,300,30,0.2,300,15.0,993.2023354781385,4 11|6 3|8 9,13.4619325
277,Normal_bimodal,180,20,300,30,0.2,300,25.0,993.2023354781385,4 11|6 3|8 9,13.4273799
278,Normal_bimodal,180,20,300,30,0.2,300,40.0,993.2023354781385,4 11|6 3|8 9,13.198618
279,Normal_bimodal,180,20,300,30,0.2,300,50.0,993.2023354781385,4 11|6 3|8 9,13.6869267
280,Normal_bimodal,180,20,300,30,0.4,300,5.0,960.2507899196374,3 1|3 9|10 8,5.7522519
281,Normal_bimodal,180,20,300,30,0.4,300,15.0,898.3338148106709,5 5|1 7|11 3,19.6641166
282,Normal_bimodal,180,20,300,30,0.4,300,25.0,898.3338148106709,5 5|1 7|11 3,19.5354586
283,Normal_bimodal,180,20,300,30,0.4,300,40.0,898.3338148106709,5 5|1 7|11 3,19.6505309
284,Normal_bimodal,180,20,300,30,0.4,300,50.0,898.3338148106709,5 5|1 7|11 3,20.3326605
285,Normal_bimodal,180,20,300,30,0.5,300,5.0,908.6555212868045,3 3|3 7|8 6,5.7399676
286,Normal_bimodal,180,20,300,30,0.5,300,15.0,854.4556379484484,3 6|8 9|7 6,20.0815975
287,Normal_bimodal,180,20,300,30,0.5,300,25.0,854.4556379484484,3 6|8 9|7 6,19.4982452
288,Normal_bimodal,180,20,300,30,0.5,300,40.0,854.4556379484484,3 6|8 9|7 6,19.6673229
289,Normal_bimodal,180,20,300,30,0.5,300,50.0,854.4556379484484,3 6|8 9|7 6,19.8935096
290,Normal_bimodal,180,20,300,30,0.6,300,5.0,865.1122005696973,2 1|4 9|10 7,5.7424269
291,Normal_bimodal,180,20,300,30,0.6,300,15.0,824.5468334322037,2 9|9 10|10 3,20.1853878
292,Normal_bimodal,180,20,300,30,0.6,300,25.0,824.5468334322037,2 9|9 10|10 3,20.3008324
293,Normal_bimodal,180,20,300,30,0.6,300,40.0,824.5468334322037,2 9|9 10|10 3,19.6688859
294,Normal_bimodal,180,20,300,30,0.6,300,50.0,824.5468334322037,2 9|9 10|10 3,19.3643033
295,Normal_bimodal,180,20,300,30,0.8,300,5.0,740.9758654349314,2 2|3 9|10 6,5.7541621
296,Normal_bimodal,180,20,300,30,0.8,300,15.0,740.9758654349314,1 7|3 7|4 6,20.437924
297,Normal_bimodal,180,20,300,30,0.8,300,25.0,740.9758654349314,1 7|3 7|4 6,20.1672805
298,Normal_bimodal,180,20,300,30,0.8,300,40.0,740.9758654349314,1 7|3 7|4 6,20.6487036
299,Normal_bimodal,180,20,300,30,0.8,300,50.0,740.9758654349314,1 7|3 7|4 6,20.9727044
300,Normal_bimodal,180,20,300,20,0.2,300,5.0,1021.0747093690477,2 5|6 3|9 8,5.9345077
301,Normal_bimodal,180,20,300,20,0.2,300,15.0,994.022451218879,4 11|6 3|8 9,13.8191057
302,Normal_bimodal,180,20,300,20,0.2,300,25.0,994.022451218879,4 11|6 3|8 9,13.8924521
303,Normal_bimodal,180,20,300,20,0.2,300,40.0,994.022451218879,4 11|6 3|8 9,13.78667
304,Normal_bimodal,180,20,300,20,0.2,300,50.0,994.022451218879,4 11|6 3|8 9,13.7641034
305,Normal_bimodal,180,20,300,20,0.4,300,5.0,960.0221903826005,3 1|3 9|10 8,5.7824367
306,Normal_bimodal,180,20,300,20,0.4,300,15.0,936.4092401541002,9 11|8 2|5 7,20.1223
307,Normal_bimodal,180,20,300,20,0.4,300,25.0,936.4092401541002,9 11|8 2|5 7,20.1520799
308,Normal_bimodal,180,20,300,20,0.4,300,40.0,936.4092401541002,9 11|8 2|5 7,19.9735683
309,Normal_bimodal,180,20,300,20,0.4,300,50.0,936.4092401541002,9 11|8 2|5 7,19.9738046
310,Normal_bimodal,180,20,300,20,0.5,300,5.0,908.5127435090269,3 3|3 7|8 6,6.0565231
311,Normal_bimodal,180,20,300,20,0.5,300,15.0,854.4073123311646,3 6|8 9|7 6,19.8718265
312,Normal_bimodal,180,20,300,20,0.5,300,25.0,854.4073123311646,3 6|8 9|7 6,19.8329306
313,Normal_bimodal,180,20,300,20,0.5,300,40.0,854.4073123311646,3 6|8 9|7 6,20.1557076
314,Normal_bimodal,180,20,300,20,0.5,300,50.0,854.4073123311646,3 6|8 9|7 6,19.6926377
315,Normal_bimodal,180,20,300,20,0.6,300,5.0,864.7089366808086,2 1|4 9|10 7,5.7430206
316,Normal_bimodal,180,20,300,20,0.6,300,15.0,824.5550278766482,2 9|9 10|10 3,20.0684389
317,Normal_bimodal,180,20,300,20,0.6,300,25.0,824.5550278766482,2 9|9 10|10 3,19.4878411
318,Normal_bimodal,180,20,300,20,0.6,300,40.0,824.5550278766482,2 9|9 10|10 3,19.5619608
319,Normal_bimodal,180,20,300,20,0.6,300,50.0,824.5550278766482,2 9|9 10|10 3,19.6840887
320,Normal_bimodal,180,20,300,20,0.8,300,5.0,741.0072658978943,2 2|3 9|10 6,5.6353968
321,Normal_bimodal,180,20,300,20,0.8,300,15.0,741.0072658978943,1 7|3 7|4 6,19.8170636
322,Normal_bimodal,180,20,300,20,0.8,300,25.0,741.0072658978943,1 7|3 7|4 6,19.8884123
323,Normal_bimodal,180,20,300,20,0.8,300,40.0,741.0072658978943,1 7|3 7|4 6,19.7445995
324,Normal_bimodal,180,20,300,20,0.8,300,50.0,741.0072658978943,1 7|3 7|4 6,19.7209898
325,Normal_bimodal,180,20,120,30,0.2,300,5.0,625.0282536866719,3 2|4 9|11 6,5.5363795
326,Normal_bimodal,180,20,120,30,0.2,300,15.0,625.0282536866719,6 6|0 10|1 1,20.0428044
327,Normal_bimodal,180,20,120,30,0.2,300,25.0,625.0282536866719,6 6|0 10|1 1,20.0184119
328,Normal_bimodal,180,20,120,30,0.2,300,40.0,625.0282536866719,6 6|0 10|1 1,19.9634773
329,Normal_bimodal,180,20,120,30,0.2,300,50.0,625.0282536866719,6 6|0 10|1 1,20.0270273
330,Normal_bimodal,180,20,120,30,0.4,300,5.0,580.8982768348201,3 2|4 9|11 6,5.5729854
331,Normal_bimodal,180,20,120,30,0.4,300,15.0,564.2641120812635,0 1|0 7|5 2,19.9742353
332,Normal_bimodal,180,20,120,30,0.4,300,25.0,564.2641120812635,0 1|0 7|5 2,20.1142687
333,Normal_bimodal,180,20,120,30,0.4,300,40.0,564.2641120812635,0 1|0 7|5 2,19.9200863
334,Normal_bimodal,180,20,120,30,0.4,300,50.0,564.2641120812635,0 1|0 7|5 2,19.806897
335,Normal_bimodal,180,20,120,30,0.5,300,5.0,558.5237629459313,3 2|4 9|11 6,5.7020147
336,Normal_bimodal,180,20,120,30,0.5,300,15.0,558.5237629459313,4 0|7 9|11 7,19.8042867
337,Normal_bimodal,180,20,120,30,0.5,300,25.0,558.5237629459313,4 0|7 9|11 7,20.2789711
338,Normal_bimodal,180,20,120,30,0.5,300,40.0,558.5237629459313,4 0|7 9|11 7,20.4766425
339,Normal_bimodal,180,20,120,30,0.5,300,50.0,558.5237629459313,4 0|7 9|11 7,20.150095
340,Normal_bimodal,180,20,120,30,0.6,300,5.0,536.1015985940793,3 2|4 9|11 6,5.6412004
341,Normal_bimodal,180,20,120,30,0.6,300,15.0,536.1015985940793,6 10|1 3|6 4,20.4427768
342,Normal_bimodal,180,20,120,30,0.6,300,25.0,536.1015985940793,6 10|1 3|6 4,20.0782502
343,Normal_bimodal,180,20,120,30,0.6,300,40.0,536.1015985940793,6 10|1 3|6 4,19.8638514
344,Normal_bimodal,180,20,120,30,0.6,300,50.0,536.1015985940793,6 10|1 3|6 4,20.2778315
345,Normal_bimodal,180,20,120,30,0.8,300,5.0,491.3331958163016,3 2|4 9|11 6,5.698724
346,Normal_bimodal,180,20,120,30,0.8,300,15.0,491.3331958163016,5 0|7 10|11 4,20.2485412
347,Normal_bimodal,180,20,120,30,0.8,300,25.0,491.3331958163016,5 0|7 10|11 4,20.0144001
348,Normal_bimodal,180,20,120,30,0.8,300,40.0,491.3331958163016,5 0|7 10|11 4,20.1048206
349,Normal_bimodal,180,20,120,30,0.8,300,50.0,491.3331958163016,5 0|7 10|11 4,20.0593143
350,Normal_bimodal,180,20,120,20,0.2,300,5.0,625.2164134088941,3 2|4 9|11 6,5.6190938
351,Normal_bimodal,180,20,120,20,0.2,300,15.0,625.2164134088941,6 6|0 10|1 1,19.7196128
352,Normal_bimodal,180,20,120,20,0.2,300,25.0,625.2164134088941,6 6|0 10|1 1,19.8681627
353,Normal_bimodal,180,20,120,20,0.2,300,40.0,625.2164134088941,6 6|0 10|1 1,19.7348725
354,Normal_bimodal,180,20,120,20,0.2,300,50.0,625.2164134088941,6 6|0 10|1 1,19.9976281
355,Normal_bimodal,180,20,120,20,0.4,300,5.0,580.7662513718572,3 2|4 9|11 6,5.628791
356,Normal_bimodal,180,20,120,20,0.4,300,15.0,564.0853775133622,0 1|0 7|5 2,19.8155608
357,Normal_bimodal,180,20,120,20,0.4,300,25.0,564.0853775133622,0 1|0 7|5 2,20.0577554
358,Normal_bimodal,180,20,120,20,0.4,300,40.0,564.0853775133622,0 1|0 7|5 2,20.0432215
359,Normal_bimodal,180,20,120,20,0.4,300,50.0,564.0853775133622,0 1|0 7|5 2,19.9658522
360,Normal_bimodal,180,20,120,20,0.5,300,5.0,558.256691186672,3 2|4 9|11 6,5.6628631
361,Normal_bimodal,180,20,120,20,0.5,300,15.0,558.256691186672,4 0|7 9|11 7,20.1469924
362,Normal_bimodal,180,20,120,20,0.5,300,25.0,558.256691186672,4 0|7 9|11 7,19.7268409
363,Normal_bimodal,180,20,120,20,0.5,300,40.0,558.256691186672,4 0|7 9|11 7,20.0657437
364,Normal_bimodal,180,20,120,20,0.5,300,50.0,558.256691186672,4 0|7 9|11 7,20.1793087
365,Normal_bimodal,180,20,120,20,0.6,300,5.0,535.8090985940794,3 2|4 9|11 6,5.6135191
366,Normal_bimodal,180,20,120,20,0.6,300,15.0,535.8090985940794,6 10|1 3|6 4,19.7081821
367,Normal_bimodal,180,20,120,20,0.6,300,25.0,535.8090985940794,6 10|1 3|6 4,20.0440356
368,Normal_bimodal,180,20,120,20,0.6,300,40.0,535.8090985940794,6 10|1 3|6 4,19.8194818
369,Normal_bimodal,180,20,120,20,0.6,300,50.0,535.8090985940794,6 10|1 3|6 4,19.7702102
370,Normal_bimodal,180,20,120,20,0.8,300,5.0,491.0392490570423,3 2|4 9|11 6,5.6340476
371,Normal_bimodal,180,20,120,20,0.8,300,15.0,491.0392490570423,5 0|7 10|11 4,20.277247
372,Normal_bimodal,180,20,120,20,0.8,300,25.0,491.0392490570423,5 0|7 10|11 4,19.9527272
373,Normal_bimodal,180,20,120,20,0.8,300,40.0,491.0392490570423,5 0|7 10|11 4,19.7200457
374,Normal_bimodal,180,20,120,20,0.8,300,50.0,491.0392490570423,5 0|7 10|11 4,19.9293714
375,Normal_bimodal,180,20,120,10,0.2,300,5.0,625.4921194274127,3 2|4 9|11 6,5.5804003
376,Normal_bimodal,180,20,120,10,0.2,300,15.0,625.4921194274127,6 6|0 10|1 1,19.8557605
377,Normal_bimodal,180,20,120,10,0.2,300,25.0,625.4921194274127,6 6|0 10|1 1,20.1435549
378,Normal_bimodal,180,20,120,10,0.2,300,40.0,625.4921194274127,6 6|0 10|1 1,19.7909821
379,Normal_bimodal,180,20,120,10,0.2,300,50.0,625.4921194274127,6 6|0 10|1 1,20.2479933
380,Normal_bimodal,180,20,120,10,0.4,300,5.0,580.5776171125979,3 2|4 9|11 6,5.8268408
381,Normal_bimodal,180,20,120,10,0.4,300,15.0,563.9098605380536,0 1|0 7|5 2,20.4947662
382,Normal_bimodal,180,20,120,10,0.4,300,25.0,563.9098605380536,0 1|0 7|5 2,21.1357329
383,Normal_bimodal,180,20,120,10,0.4,300,40.0,563.9098605380536,0 1|0 7|5 2,21.156226
384,Normal_bimodal,180,20,120,10,0.4,300,50.0,563.9098605380536,0 1|0 7|5 2,20.8404913
385,Normal_bimodal,180,20,120,10,0.5,300,5.0,557.9447583163017,3 2|4 9|11 6,5.7878983
386,Normal_bimodal,180,20,120,10,0.5,300,15.0,557.9447583163017,4 0|7 9|11 7,21.4055794
387,Normal_bimodal,180,20,120,10,0.5,300,25.0,557.9447583163017,4 0|7 9|11 7,21.4163611
388,Normal_bimodal,180,20,120,10,0.5,300,40.0,557.9447583163017,4 0|7 9|11 7,20.6619053
389,Normal_bimodal,180,20,120,10,0.5,300,50.0,557.9447583163017,4 0|7 9|11 7,22.0680958
390,Normal_bimodal,180,20,120,10,0.6,300,5.0,535.5301402607461,3 2|4 9|11 6,5.6897332
391,Normal_bimodal,180,20,120,10,0.6,300,15.0,535.5301402607461,6 10|1 3|6 4,20.9652958
392,Normal_bimodal,180,20,120,10,0.6,300,25.0,535.5301402607461,6 10|1 3|6 4,21.3807234
393,Normal_bimodal,180,20,120,10,0.6,300,40.0,535.5301402607461,6 10|1 3|6 4,20.8597969
394,Normal_bimodal,180,20,120,10,0.6,300,50.0,535.5301402607461,6 10|1 3|6 4,21.2370074
395,Normal_bimodal,180,20,120,10,0.8,300,5.0,490.73847359407944,3 2|4 9|11 6,5.8186627
396,Normal_bimodal,180,20,120,10,0.8,300,15.0,490.73847359407944,5 0|7 10|11 4,20.6157167
397,Normal_bimodal,180,20,120,10,0.8,300,25.0,490.73847359407944,5 0|7 10|11 4,20.0752963
398,Normal_bimodal,180,20,120,10,0.8,300,40.0,490.73847359407944,5 0|7 10|11 4,20.3066843
399,Normal_bimodal,180,20,120,10,0.8,300,50.0,490.73847359407944,5 0|7 10|11 4,19.9835637
400,Normal_bimodal,180,40,300,60,0.2,300,5.0,1019.3735982579367,2 5|6 3|9 8,5.6643115
401,Normal_bimodal,180,40,300,60,0.2,300,15.0,990.8213169596199,4 11|6 3|8 9,13.3642247
402,Normal_bimodal,180,40,300,60,0.2,300,25.0,990.8213169596199,4 11|6 3|8 9,13.4921001
403,Normal_bimodal,180,40,300,60,0.2,300,40.0,990.8213169596199,4 11|6 3|8 9,13.3863327
404,Normal_bimodal,180,40,300,60,0.2,300,50.0,990.8213169596199,4 11|6 3|8 9,13.4119241
405,Normal_bimodal,180,40,300,60,0.4,300,5.0,938.8200698009382,4 1|3 10|10 7,5.7022703
406,Normal_bimodal,180,40,300,60,0.4,300,15.0,919.6791820010532,6 9|6 1|11 8,19.3300567
407,Normal_bimodal,180,40,300,60,0.4,300,25.0,919.6791820010532,6 9|6 1|11 8,19.4196535
408,Normal_bimodal,180,40,300,60,0.4,300,40.0,919.6791820010532,6 9|6 1|11 8,19.6553151
409,Normal_bimodal,180,40,300,60,0.4,300,50.0,919.6791820010532,6 9|6 1|11 8,19.2833183
410,Normal_bimodal,180,40,300,60,0.5,300,5.0,908.7791370358044,3 1|3 7|10 8,5.7088927
411,Normal_bimodal,180,40,300,60,0.5,300,15.0,877.8738276560525,10 7|0 9|9 2,19.6310807
412,Normal_bimodal,180,40,300,60,0.5,300,25.0,877.8738276560525,10 7|0 9|9 2,19.6058857
413,Normal_bimodal,180,40,300,60,0.5,300,40.0,877.8738276560525,10 7|0 9|9 2,19.6803005
414,Normal_bimodal,180,40,300,60,0.5,300,50.0,877.8738276560525,10 7|0 9|9 2,19.3420957
415,Normal_bimodal,180,40,300,60,0.6,300,5.0,867.2114251067346,2 1|4 9|10 7,5.6157364
416,Normal_bimodal,180,40,300,60,0.6,300,15.0,824.3769105926976,8 8|10 0|0 6,19.376455
417,Normal_bimodal,180,40,300,60,0.6,300,25.0,824.3769105926976,8 8|10 0|0 6,19.8698226
418,Normal_bimodal,180,40,300,60,0.6,300,40.0,824.3769105926976,8 8|10 0|0 6,19.5436572
419,Normal_bimodal,180,40,300,60,0.6,300,50.0,824.3769105926976,8 8|10 0|0 6,19.5364522
420,Normal_bimodal,180,40,300,60,0.8,300,5.0,740.961282101598,2 2|3 9|10 6,5.6739309
421,Normal_bimodal,180,40,300,60,0.8,300,15.0,737.0091114017678,7 7|9 7|3 1,20.2623566
422,Normal_bimodal,180,40,300,60,0.8,300,25.0,737.0091114017678,7 7|9 7|3 1,19.597251
423,Normal_bimodal,180,40,300,60,0.8,300,40.0,737.0091114017678,7 7|9 7|3 1,20.2240177
424,Normal_bimodal,180,40,300,60,0.8,300,50.0,737.0091114017678,7 7|9 7|3 1,19.677516
425,Normal_bimodal,180,40,300,50,0.2,300,5.0,1019.8927302023812,2 5|6 3|9 8,5.7430071
426,Normal_bimodal,180,40,300,50,0.2,300,15.0,991.4091294596201,4 11|6 3|8 9,13.3587066
427,Normal_bimodal,180,40,300,50,0.2,300,25.0,991.4091294596201,4 11|6 3|8 9,13.2636888
428,Normal_bimodal,180,40,300,50,0.2,300,40.0,991.4091294596201,4 11|6 3|8 9,13.2690339
429,Normal_bimodal,180,40,300,50,0.2,300,50.0,991.4091294596201,4 11|6 3|8 9,13.2038136
430,Normal_bimodal,180,40,300,50,0.4,300,5.0,939.2883105416792,4 1|3 10|10 7,5.7687277
431,Normal_bimodal,180,40,300,50,0.4,300,15.0,919.8146218158677,6 9|6 1|11 8,19.5605164
432,Normal_bimodal,180,40,300,50,0.4,300,25.0,919.8146218158677,6 9|6 1|11 8,19.5621556
433,Normal_bimodal,180,40,300,50,0.4,300,40.0,919.8146218158677,6 9|6 1|11 8,19.380321
434,Normal_bimodal,180,40,300,50,0.4,300,50.0,919.8146218158677,6 9|6 1|11 8,19.6068128
435,Normal_bimodal,180,40,300,50,0.5,300,5.0,908.8494611098786,3 1|3 7|10 8,5.6775947
436,Normal_bimodal,180,40,300,50,0.5,300,15.0,878.032623952349,5 2|3 8|2 3,19.8493748
437,Normal_bimodal,180,40,300,50,0.5,300,25.0,878.032623952349,5 2|3 8|2 3,19.9492978
438,Normal_bimodal,180,40,300,50,0.5,300,40.0,878.032623952349,5 2|3 8|2 3,19.5769879
439,Normal_bimodal,180,40,300,50,0.5,300,50.0,878.032623952349,5 2|3 8|2 3,19.4476952
440,Normal_bimodal,180,40,300,50,0.6,300,5.0,866.8787977919199,2 1|4 9|10 7,5.6571364
441,Normal_bimodal,180,40,300,50,0.6,300,15.0,824.3954676914631,8 8|10 0|0 6,19.7254531
442,Normal_bimodal,180,40,300,50,0.6,300,25.0,824.3954676914631,8 8|10 0|0 6,19.6625904
443,Normal_bimodal,180,40,300,50,0.6,300,40.0,824.3954676914631,8 8|10 0|0 6,19.5054747
444,Normal_bimodal,180,40,300,50,0.6,300,50.0,824.3954676914631,8 8|10 0|0 6,19.560786
445,Normal_bimodal,180,40,300,50,0.8,300,5.0,741.1373469164128,2 2|3 9|10 6,5.6605737
446,Normal_bimodal,180,40,300,50,0.8,300,15.0,736.8876839326318,7 7|9 7|3 1,19.7692083
447,Normal_bimodal,180,40,300,50,0.8,300,25.0,736.8876839326318,7 7|9 7|3 1,20.0094277
448,Normal_bimodal,180,40,300,50,0.8,300,40.0,736.8876839326318,7 7|9 7|3 1,19.7218016
449,Normal_bimodal,180,40,300,50,0.8,300,50.0,736.8876839326318,7 7|9 7|3 1,19.7732362
450,Normal_bimodal,180,40,300,40,0.2,300,5.0,1020.3901028875662,2 5|6 3|9 8,6.030608
451,Normal_bimodal,180,40,300,40,0.2,300,15.0,992.0646502929535,4 11|6 3|8 9,13.3023809
452,Normal_bimodal,180,40,300,40,0.2,300,25.0,992.0646502929535,4 11|6 3|8 9,13.1379825
453,Normal_bimodal,180,40,300,40,0.2,300,40.0,992.0646502929535,4 11|6 3|8 9,13.3071428
454,Normal_bimodal,180,40,300,40,0.2,300,50.0,992.0646502929535,4 11|6 3|8 9,13.5704653
455,Normal_bimodal,180,40,300,40,0.4,300,5.0,939.8285535972348,4 1|3 10|10 7,5.711707
456,Normal_bimodal,180,40,300,40,0.4,300,15.0,898.6714459835102,5 5|1 7|11 3,19.3914289
457,Normal_bimodal,180,40,300,40,0.4,300,25.0,898.6714459835102,5 5|1 7|11 3,19.5771414
458,Normal_bimodal,180,40,300,40,0.4,300,40.0,898.6714459835102,5 5|1 7|11 3,19.7884222
459,Normal_bimodal,180,40,300,40,0.4,300,50.0,898.6714459835102,5 5|1 7|11 3,19.381697
460,Normal_bimodal,180,40,300,40,0.5,300,5.0,908.9239124905084,3 3|3 7|8 6,5.5790398
461,Normal_bimodal,180,40,300,40,0.5,300,15.0,866.3784817242201,5 11|0 6|8 8,19.3874259
462,Normal_bimodal,180,40,300,40,0.5,300,25.0,866.3784817242201,5 11|0 6|8 8,19.4952215
463,Normal_bimodal,180,40,300,40,0.5,300,40.0,866.3784817242201,5 11|0 6|8 8,19.4744337
464,Normal_bimodal,180,40,300,40,0.5,300,50.0,866.3784817242201,5 11|0 6|8 8,19.4698645
465,Normal_bimodal,180,40,300,40,0.6,300,5.0,866.5435084400679,2 1|4 9|10 7,5.7311987
466,Normal_bimodal,180,40,300,40,0.6,300,15.0,824.4198581235618,2 9|9 10|10 3,19.6822355
467,Normal_bimodal,180,40,300,40,0.6,300,25.0,824.4198581235618,2 9|9 10|10 3,19.662415
468,Normal_bimodal,180,40,300,40,0.6,300,40.0,824.4198581235618,2 9|9 10|10 3,19.8668239
469,Normal_bimodal,180,40,300,40,0.6,300,50.0,824.4198581235618,2 9|9 10|10 3,19.7019799
470,Normal_bimodal,180,40,300,40,0.8,300,5.0,741.2987589534498,2 2|3 9|10 6,5.7491433
471,Normal_bimodal,180,40,300,40,0.8,300,15.0,736.7734786857185,7 7|9 7|3 1,19.7773606
472,Normal_bimodal,180,40,300,40,0.8,300,25.0,736.7734786857185,7 7|9 7|3 1,19.8582003
473,Normal_bimodal,180,40,300,40,0.8,300,40.0,736.7734786857185,7 7|9 7|3 1,19.6120558
474,Normal_bimodal,180,40,300,40,0.8,300,50.0,736.7734786857185,7 7|9 7|3 1,19.8065109
475,Normal_bimodal,180,40,300,30,0.2,300,5.0,1020.8632510357145,2 5|6 3|9 8,5.6614071
476,Normal_bimodal,180,40,300,30,0.2,300,15.0,992.7922313114716,4 11|6 3|8 9,13.2454306
477,Normal_bimodal,180,40,300,30,0.2,300,25.0,992.7922313114716,4 11|6 3|8 9,13.2958101
478,Normal_bimodal,180,40,300,30,0.2,300,40.0,992.7922313114716,4 11|6 3|8 9,13.516031
479,Normal_bimodal,180,40,300,30,0.2,300,50.0,992.7922313114716,4 11|6 3|8 9,13.2689058
480,Normal_bimodal,180,40,300,30,0.4,300,5.0,961.0943894566744,3 1|3 9|10 8,5.709948
481,Normal_bimodal,180,40,300,30,0.4,300,15.0,898.8588611069672,4 5|6 7|10 3,19.5570071
482,Normal_bimodal,180,40,300,30,0.4,300,25.0,898.8588611069672,4 5|6 7|10 3,19.389218
483,Normal_bimodal,180,40,300,30,0.4,300,40.0,898.8588611069672,4 5|6 7|10 3,19.7577721
484,Normal_bimodal,180,40,300,30,0.4,300,50.0,898.8588611069672,4 5|6 7|10 3,19.3855726
485,Normal_bimodal,180,40,300,30,0.5,300,5.0,908.7175351756937,3 3|3 7|8 6,5.6449216
486,Normal_bimodal,180,40,300,30,0.5,300,15.0,866.0288520945908,5 11|0 6|8 8,19.5626298
487,Normal_bimodal,180,40,300,30,0.5,300,25.0,866.0288520945908,5 11|0 6|8 8,19.283634
488,Normal_bimodal,180,40,300,30,0.5,300,40.0,866.0288520945908,5 11|0 6|8 8,19.3171057
489,Normal_bimodal,180,40,300,30,0.5,300,50.0,866.0288520945908,5 11|0 6|8 8,19.7290391
490,Normal_bimodal,180,40,300,30,0.6,300,5.0,866.1795616808088,2 1|4 9|10 7,5.6169955
491,Normal_bimodal,180,40,300,30,0.6,300,15.0,824.4426359013396,2 9|9 10|10 3,20.4486049
492,Normal_bimodal,180,40,300,30,0.6,300,25.0,824.4426359013396,2 9|9 10|10 3,20.3253461
493,Normal_bimodal,180,40,300,30,0.6,300,40.0,824.4426359013396,2 9|9 10|10 3,19.9093129
494,Normal_bimodal,180,40,300,30,0.6,300,50.0,824.4426359013396,2 9|9 10|10 3,19.7489411
495,Normal_bimodal,180,40,300,30,0.8,300,5.0,741.4346154349314,2 2|3 9|10 6,5.8806232
496,Normal_bimodal,180,40,300,30,0.8,300,15.0,736.6656777597924,5 2|11 4|0 1,19.5875457
497,Normal_bimodal,180,40,300,30,0.8,300,25.0,736.6656777597924,5 2|11 4|0 1,19.5724779
498,Normal_bimodal,180,40,300,30,0.8,300,40.0,736.6656777597924,5 2|11 4|0 1,19.7207709
499,Normal_bimodal,180,40,300,30,0.8,300,50.0,736.6656777597924,5 2|11 4|0 1,19.8385833
